payment_id,order_id,merchant_id,amount,currency,method,status,fee,tax,net_amount,created_at,captured_at,settlement_id,notes
pay_TXMPITbCE0UdsZ,order_z10UXcxzT7GOPC,acc_ACMERT0001,19567,INR,upi,captured,0,0,19567,2026-08-22 15:48:52,2026-08-22 15:49:00,setl_wzrpTs5oyM4E9b,
pay_rrDMYOugoobTuo,order_eNsUTM0DLAOMvI,acc_ACMERT0001,1052710,INR,card,captured,21054,3790,1027866,2026-08-22 17:21:20,2026-08-22 17:21:49,setl_wzrpTs5oyM4E9b,
pay_A5MruXxOgQ4R9O,order_WOuGIIzo2zFWDs,acc_ACMERT0001,96563,INR,netbanking,captured,1835,330,94398,2026-08-22 19:18:00,2026-08-22 19:18:22,setl_wzrpTs5oyM4E9b,
pay_NwKBAWbWsJVFpy,order_6IiyM82hgznnhK,acc_ACMERT0001,970137,INR,card,captured,19403,3493,947241,2026-08-22 19:35:26,2026-08-22 19:35:40,setl_wzrpTs5oyM4E9b,
pay_NGI2YpSZdxKEnW,order_7BrVSXlrGQcMz6,acc_ACMERT0001,10331,INR,card,captured,207,37,10087,2026-08-22 20:13:01,2026-08-22 20:13:10,setl_wzrpTs5oyM4E9b,
pay_pYlDGPhZM1v366,order_kpDU9eaVcRRA3H,acc_ACMERT0001,273783,INR,wallet,refunded,4791,862,268130,2026-08-22 20:16:56,2026-08-22 20:17:04,,
pay_jD2VFnISkRyqzc,order_Q2K9fOFJwfnVHx,acc_ACMERT0001,673431,INR,card,captured,13469,2424,657538,2026-08-22 21:01:09,2026-08-22 21:01:20,setl_wzrpTs5oyM4E9b,
pay_bVM4YPyJG3m26k,order_DxU3plE7T6muis,acc_ACMERT0001,47853,INR,card,refunded,957,172,46724,2026-08-22 21:29:15,2026-08-22 21:29:44,,
pay_WDPlR6gyLPAAAm,order_ObNoiNNGfMKUA8,acc_ACMERT0001,93636,INR,card,failed,0,0,0,2026-08-22 22:43:05,,,
pay_utOcMhwUcIVzpl,order_fIgiUjOFB5rwDS,acc_ACMERT0001,968278,INR,upi,captured,0,0,968278,2026-08-22 23:36:29,2026-08-22 23:36:50,,
pay_8vGerJ9I2VI3fZ,order_dCKHppqZVlS7P2,acc_ACMERT0001,169554,INR,card,captured,3391,610,165553,2026-08-23 12:02:38,2026-08-23 12:02:56,setl_HMHZm2cyxdWofT,
pay_jLaqxUGV3HzEN5,order_kwPjL2GuHxy37F,acc_ACMERT0001,705468,INR,upi,captured,0,0,705468,2026-08-23 12:30:57,2026-08-23 12:31:02,setl_HMHZm2cyxdWofT,
pay_Hsbo4xKxTst8Tk,order_KOtETCRsjVZSij,acc_ACMERT0001,469804,INR,upi,captured,0,0,469804,2026-08-23 14:01:54,2026-08-23 14:02:14,setl_HMHZm2cyxdWofT,
pay_xAQvj6pYEnqgvP,order_SeD5TFWpWqvsSC,acc_ACMERT0001,117612,INR,card,captured,2352,423,114837,2026-08-23 15:38:02,2026-08-23 15:38:12,setl_HMHZm2cyxdWofT,
pay_LnMFtKaLB35hU4,order_CXPmLZONWDaqWA,acc_ACMERT0001,96276,INR,upi,captured,0,0,96276,2026-08-23 17:32:30,2026-08-23 17:32:50,setl_HMHZm2cyxdWofT,
pay_mXgWontGtuXHEg,order_Rt7NnKRjukmXzY,acc_ACMERT0001,20297,INR,card,refunded,406,73,19818,2026-08-23 17:33:30,2026-08-23 17:33:57,,
pay_q3IpvrRJGtOChW,order_8lFau5GEFkleWB,acc_ACMERT0001,39045,INR,upi,partially_refunded,0,0,39045,2026-08-23 17:40:43,2026-08-23 17:40:55,setl_HMHZm2cyxdWofT,
pay_votnojrMXUYhPm,order_wFDK6O6a1V20YY,acc_ACMERT0001,23273,INR,upi,captured,0,0,23273,2026-08-23 18:42:02,2026-08-23 18:42:09,setl_HMHZm2cyxdWofT,
pay_fVmU16e55iHtdn,order_opLWLEDgI4YduY,acc_ACMERT0001,17628,INR,upi,refunded,0,0,17628,2026-08-23 21:05:30,2026-08-23 21:06:05,,
